"nace_r2","Country","Year","consumption_of_capital","Output","intermediate_consumption","wages_and_salaries","real_labour_productivity","bankruptcy_declarations_index","Registrations"
"Agriculture, forestry and fishing","Spain",2009,68.687,NA,NA,NA,82.265,NA,NA
"Agriculture, forestry and fishing","Spain",2010,72.812,NA,NA,NA,83.354,NA,NA
"Agriculture, forestry and fishing","Spain",2011,76.618,NA,NA,NA,90.127,NA,NA
"Agriculture, forestry and fishing","Spain",2012,79.603,NA,NA,NA,84.424,NA,NA
"Agriculture, forestry and fishing","Spain",2013,81.905,NA,NA,NA,97.188,NA,NA
"Agriculture, forestry and fishing","Spain",2014,83.979,NA,NA,NA,95.206,NA,NA
"Agriculture, forestry and fishing","Spain",2015,86.531,NA,NA,NA,98.814,NA,NA
"Agriculture, forestry and fishing","Spain",2016,89.129,NA,NA,NA,98.904,NA,NA
"Agriculture, forestry and fishing","Spain",2017,92.16,NA,NA,NA,93.237,NA,NA
"Agriculture, forestry and fishing","Spain",2018,95.328,NA,NA,NA,97.194,NA,NA
"Agriculture, forestry and fishing","Spain",2019,97.881,NA,NA,NA,96.082,NA,NA
"Agriculture, forestry and fishing","Spain",2020,100,NA,NA,NA,100,NA,NA
"Agriculture, forestry and fishing","Spain",2021,102.256,NA,NA,NA,103.397,NA,NA
"Agriculture, forestry and fishing","Spain",2022,105.766,NA,NA,NA,83.228,NA,NA
"Agriculture, forestry and fishing","Spain",2023,109.503,NA,NA,NA,90.994,NA,NA
"Agriculture, forestry and fishing","Finland",1980,97.93,86.798,93.494,NA,23.169,NA,NA
"Agriculture, forestry and fishing","Finland",1981,101.568,81.555,93.811,NA,20.18,NA,NA
"Agriculture, forestry and fishing","Finland",1982,103.764,84.8,98.477,NA,21.273,NA,NA
"Agriculture, forestry and fishing","Finland",1983,105.019,87.964,98.893,NA,24.781,NA,NA
"Agriculture, forestry and fishing","Finland",1984,105.646,89.323,97.706,NA,26.671,NA,NA
"Agriculture, forestry and fishing","Finland",1985,106.587,87.863,97.232,NA,26.723,NA,NA
"Agriculture, forestry and fishing","Finland",1986,107.528,87.467,101.72,NA,26.977,NA,NA
"Agriculture, forestry and fishing","Finland",1987,108.281,79.335,100.87,NA,22.673,NA,NA
"Agriculture, forestry and fishing","Finland",1988,108.532,82.833,97.825,NA,28.506,NA,NA
"Agriculture, forestry and fishing","Finland",1989,110.226,84.303,101.444,NA,30.665,NA,NA
"Agriculture, forestry and fishing","Finland",1990,111.041,86.554,95.768,NA,34.732,NA,NA
"Agriculture, forestry and fishing","Finland",1991,108.908,78.757,81.194,NA,34.651,NA,NA
"Agriculture, forestry and fishing","Finland",1992,104.705,75.918,78.386,NA,34.353,NA,NA
"Agriculture, forestry and fishing","Finland",1993,100.502,78.757,77.437,NA,39.032,NA,NA
"Agriculture, forestry and fishing","Finland",1994,97.616,79.903,78.723,NA,41.847,NA,NA
"Agriculture, forestry and fishing","Finland",1995,96.11,81.738,83.844,NA,42.343,NA,NA
"Agriculture, forestry and fishing","Finland",1996,95.546,79.72,84.497,NA,41.121,NA,NA
"Agriculture, forestry and fishing","Finland",1997,95.358,83.35,85.525,NA,45.405,NA,NA
"Agriculture, forestry and fishing","Finland",1998,95.922,78.118,84.002,NA,43.346,NA,NA
"Agriculture, forestry and fishing","Finland",1999,96.738,78.098,83.765,NA,45.79,NA,NA
"Agriculture, forestry and fishing","Finland",2000,97.491,82.945,86.771,NA,51.734,NA,NA
"Agriculture, forestry and fishing","Finland",2001,97.867,82.722,88.234,NA,51.547,NA,NA
"Agriculture, forestry and fishing","Finland",2002,99.373,83.756,90.686,NA,52.577,NA,NA
"Agriculture, forestry and fishing","Finland",2003,100.878,82.823,91.952,NA,50.883,NA,NA
"Agriculture, forestry and fishing","Finland",2004,102.07,83.776,94.938,NA,52.104,NA,NA
"Agriculture, forestry and fishing","Finland",2005,103.011,86.625,97.133,NA,56.294,NA,NA
"Agriculture, forestry and fishing","Finland",2006,103.325,87.396,96.935,NA,58.963,NA,NA
"Agriculture, forestry and fishing","Finland",2007,104.391,91.706,100.158,NA,63.889,NA,NA
"Agriculture, forestry and fishing","Finland",2008,105.207,86.96,89.678,NA,65.444,NA,NA
"Agriculture, forestry and fishing","Finland",2009,105.144,88.866,87.285,NA,71.506,NA,NA
"Agriculture, forestry and fishing","Finland",2010,103.45,89.465,89.935,NA,72.071,NA,NA
"Agriculture, forestry and fishing","Finland",2011,104.266,91.665,95.986,NA,71.019,NA,NA
"Agriculture, forestry and fishing","Finland",2012,103.89,91.523,100.277,NA,71.652,NA,NA
"Agriculture, forestry and fishing","Finland",2013,103.262,92.324,101.661,NA,73.864,NA,NA
"Agriculture, forestry and fishing","Finland",2014,103.074,94.23,100.653,NA,79.733,NA,NA
"Agriculture, forestry and fishing","Finland",2015,101.443,95.569,100.732,NA,83.885,NA,NA
"Agriculture, forestry and fishing","Finland",2016,100.439,97.84,105.122,NA,85.079,NA,NA
"Agriculture, forestry and fishing","Finland",2017,99.498,98.388,105.28,NA,86.585,NA,NA
"Agriculture, forestry and fishing","Finland",2018,99.624,97.191,104.192,NA,85.633,NA,NA
"Agriculture, forestry and fishing","Finland",2019,99.624,102.677,104.607,NA,96.113,NA,NA
"Agriculture, forestry and fishing","Finland",2020,100,100,100,NA,100,NA,NA
"Agriculture, forestry and fishing","Finland",2021,99.686,97.485,96.184,NA,99.758,NA,NA
"Agriculture, forestry and fishing","Finland",2022,98.432,97.141,91.536,NA,104.651,NA,NA
"Agriculture, forestry and fishing","Finland",2023,96.926,94.007,93.039,NA,95.087,NA,NA
"Agriculture, forestry and fishing","France",1978,104.159,71.753,85.147,NA,20.437,NA,NA
"Agriculture, forestry and fishing","France",1979,105.148,76.115,88.569,NA,22.829,NA,NA
"Agriculture, forestry and fishing","France",1980,105.816,76.43,90.284,NA,23.202,NA,NA
"Agriculture, forestry and fishing","France",1981,105.903,75.957,89.993,NA,23.835,NA,NA
"Agriculture, forestry and fishing","France",1982,106.049,82.864,93.57,NA,28.883,NA,NA
"Agriculture, forestry and fishing","France",1983,105.649,79.953,92.564,NA,27.927,NA,NA
"Agriculture, forestry and fishing","France",1984,105,82.15,93.72,NA,30.327,NA,NA
"Agriculture, forestry and fishing","France",1985,104.482,84.661,94.868,NA,33.279,NA,NA
"Agriculture, forestry and fishing","France",1986,103.943,84.685,94.82,NA,34.51,NA,NA
"Agriculture, forestry and fishing","France",1987,103.996,87.593,98.23,NA,37.007,NA,NA
"Agriculture, forestry and fishing","France",1988,103.815,86.606,97.425,NA,37.836,NA,NA
"Agriculture, forestry and fishing","France",1989,104.846,87.071,95.615,NA,40.989,NA,NA
"Agriculture, forestry and fishing","France",1990,104.759,90.386,96.987,NA,45.919,NA,NA
"Agriculture, forestry and fishing","France",1991,104.574,88.485,101.007,NA,43.453,NA,NA
"Agriculture, forestry and fishing","France",1992,103.696,93.329,99.791,NA,51.96,NA,NA
"Agriculture, forestry and fishing","France",1993,102.31,89.938,97.857,NA,51.35,NA,NA
"Agriculture, forestry and fishing","France",1994,101.303,90.676,98.82,NA,54.063,NA,NA
"Agriculture, forestry and fishing","France",1995,100.996,92.803,99.646,NA,58.258,NA,NA
"Agriculture, forestry and fishing","France",1996,101.113,96.26,101.195,NA,63.865,NA,NA
"Agriculture, forestry and fishing","France",1997,101.55,97.399,103.152,NA,65.151,NA,NA
"Agriculture, forestry and fishing","France",1998,102.541,100.028,105.631,NA,68.258,NA,NA
"Agriculture, forestry and fishing","France",1999,103.81,101.912,105.127,NA,73.448,NA,NA
"Agriculture, forestry and fishing","France",2000,104.588,102.589,106.644,NA,75.943,NA,NA
"Agriculture, forestry and fishing","France",2001,105.124,98.804,101.852,NA,75.928,NA,NA
"Agriculture, forestry and fishing","France",2002,105.333,100.488,100.846,NA,82.387,NA,NA
"Agriculture, forestry and fishing","France",2003,105.511,92.708,98.573,NA,71.386,NA,NA
"Agriculture, forestry and fishing","France",2004,105.546,103.091,102.811,NA,86.577,NA,NA
"Agriculture, forestry and fishing","France",2005,105.085,99.411,100.601,NA,82.828,NA,NA
"Agriculture, forestry and fishing","France",2006,104.551,97.672,97.348,NA,86.018,NA,NA
"Agriculture, forestry and fishing","France",2007,104.606,98.607,99.307,NA,87.845,NA,NA
"Agriculture, forestry and fishing","France",2008,105.332,99.965,98.935,NA,94.405,NA,NA
"Agriculture, forestry and fishing","France",2009,104.751,100.09,95.614,NA,102.924,NA,NA
"Agriculture, forestry and fishing","France",2010,103.469,98.769,95.124,NA,101.943,NA,NA
"Agriculture, forestry and fishing","France",2011,103.321,101.458,96.692,NA,107.236,NA,NA
"Agriculture, forestry and fishing","France",2012,103.789,99.41,98.695,NA,98.562,NA,NA
"Agriculture, forestry and fishing","France",2013,104.04,98.817,98.807,NA,96.365,NA,NA
"Agriculture, forestry and fishing","France",2014,103.602,106.187,102.327,NA,110.149,NA,NA
"Agriculture, forestry and fishing","France",2015,102.971,104.065,99.181,NA,110.449,NA,NA
"Agriculture, forestry and fishing","France",2016,101.88,98.334,98.274,NA,97.036,NA,NA
"Agriculture, forestry and fishing","France",2017,100.766,101.632,98.942,NA,105.26,NA,NA
"Agriculture, forestry and fishing","France",2018,100.331,102.927,98.632,NA,109.033,NA,NA
"Agriculture, forestry and fishing","France",2019,100.187,102.426,99.418,NA,106.571,NA,NA
"Agriculture, forestry and fishing","France",2020,100,100,100,NA,100,NA,NA
"Agriculture, forestry and fishing","France",2021,100.158,101.892,106.183,NA,96.926,NA,NA
"Agriculture, forestry and fishing","France",2022,100.897,102.476,102.287,NA,104.554,NA,NA
"Agriculture, forestry and fishing","France",2023,101.677,104.831,102.787,NA,109.067,NA,NA
"Agriculture, forestry and fishing","Croatia",1995,50.127,NA,NA,NA,38.872,NA,NA
"Agriculture, forestry and fishing","Croatia",1996,45.007,NA,NA,NA,39.857,NA,NA
"Agriculture, forestry and fishing","Croatia",1997,45.907,NA,NA,NA,40.425,NA,NA
"Agriculture, forestry and fishing","Croatia",1998,49.976,NA,NA,NA,42.585,NA,NA
"Agriculture, forestry and fishing","Croatia",1999,54.766,NA,NA,NA,40.685,NA,NA
"Agriculture, forestry and fishing","Croatia",2000,54.232,NA,NA,NA,40.26,NA,NA
"Agriculture, forestry and fishing","Croatia",2001,62.486,NA,NA,NA,42.32,NA,NA
"Agriculture, forestry and fishing","Croatia",2002,60.779,NA,NA,NA,43.705,NA,NA
"Agriculture, forestry and fishing","Croatia",2003,69.166,NA,NA,NA,39.699,NA,NA
"Agriculture, forestry and fishing","Croatia",2004,73.005,NA,NA,NA,46.101,NA,NA
"Agriculture, forestry and fishing","Croatia",2005,8.879,NA,NA,NA,43.604,NA,NA
"Agriculture, forestry and fishing","Croatia",2006,74.05,NA,NA,NA,47.589,NA,NA
"Agriculture, forestry and fishing","Croatia",2007,90.698,NA,NA,NA,45.59,NA,NA
"Agriculture, forestry and fishing","Croatia",2008,76.791,NA,NA,NA,49.37,NA,NA
"Agriculture, forestry and fishing","Croatia",2009,83.585,NA,NA,NA,46.852,NA,NA
"Agriculture, forestry and fishing","Croatia",2010,119.565,NA,NA,NA,41.391,NA,NA
"Agriculture, forestry and fishing","Croatia",2011,109.92,NA,NA,NA,40.941,NA,NA
"Agriculture, forestry and fishing","Croatia",2012,99.204,NA,NA,NA,41.204,NA,NA
"Agriculture, forestry and fishing","Croatia",2013,95.265,NA,NA,NA,50.591,NA,NA
"Agriculture, forestry and fishing","Croatia",2014,99.08,NA,NA,NA,48.079,NA,NA
"Agriculture, forestry and fishing","Croatia",2015,98.838,NA,NA,NA,50.116,NA,NA
"Agriculture, forestry and fishing","Croatia",2016,100.713,NA,NA,NA,64.602,NA,NA
"Agriculture, forestry and fishing","Croatia",2017,97.406,NA,NA,NA,67.363,NA,NA
"Agriculture, forestry and fishing","Croatia",2018,102.225,NA,NA,NA,78.269,NA,NA
"Agriculture, forestry and fishing","Croatia",2019,101.091,NA,NA,NA,102.426,NA,NA
"Agriculture, forestry and fishing","Croatia",2020,100,NA,NA,NA,100,NA,NA
"Agriculture, forestry and fishing","Croatia",2021,89.808,NA,NA,NA,105.952,NA,NA
"Agriculture, forestry and fishing","Croatia",2022,72.666,NA,NA,NA,118.565,NA,NA
"Agriculture, forestry and fishing","Croatia",2023,77.802,NA,NA,NA,144.049,NA,NA
"Agriculture, forestry and fishing","Hungary",1995,84.685,95.807,122.857,NA,46.237,NA,NA
"Agriculture, forestry and fishing","Hungary",1996,84.143,100.402,128.708,NA,46.993,NA,NA
"Agriculture, forestry and fishing","Hungary",1997,84.634,93.203,116.205,NA,47.223,NA,NA
"Agriculture, forestry and fishing","Hungary",1998,86.583,96.432,119.75,NA,51.721,NA,NA
"Agriculture, forestry and fishing","Hungary",1999,88.571,97.051,118.678,NA,53.717,NA,NA
"Agriculture, forestry and fishing","Hungary",2000,89.979,89.838,111.954,NA,51.883,NA,NA
"Agriculture, forestry and fishing","Hungary",2001,90.807,100.064,123.886,NA,61.427,NA,NA
"Agriculture, forestry and fishing","Hungary",2002,92.545,93.662,123.088,NA,53.714,NA,NA
"Agriculture, forestry and fishing","Hungary",2003,94.073,88.675,112.478,NA,60.288,NA,NA
"Agriculture, forestry and fishing","Hungary",2004,96.639,102.469,105.143,NA,97.261,NA,NA
"Agriculture, forestry and fishing","Hungary",2005,96.351,96.283,98.573,NA,95.608,NA,NA
"Agriculture, forestry and fishing","Hungary",2006,96.645,94.087,99.244,NA,91.737,NA,NA
"Agriculture, forestry and fishing","Hungary",2007,96.514,86.438,99.251,NA,77.299,NA,NA
"Agriculture, forestry and fishing","Hungary",2008,96.555,100.271,89.261,NA,129.404,NA,NA
"Agriculture, forestry and fishing","Hungary",2009,97.341,94.769,89.184,NA,123.162,NA,NA
"Agriculture, forestry and fishing","Hungary",2010,98.188,82.683,82.818,NA,96.132,NA,NA
"Agriculture, forestry and fishing","Hungary",2011,97.914,90.029,86.101,NA,107.544,NA,NA
"Agriculture, forestry and fishing","Hungary",2012,97.784,80.641,84.17,NA,75.236,NA,NA
"Agriculture, forestry and fishing","Hungary",2013,97.848,88.737,89.711,NA,96.428,NA,NA
"Agriculture, forestry and fishing","Hungary",2014,98.006,96.492,93.437,NA,109.81,NA,NA
"Agriculture, forestry and fishing","Hungary",2015,98.994,95.637,92.835,NA,107.663,NA,NA
"Agriculture, forestry and fishing","Hungary",2016,98.79,102.521,95.3,NA,113.07,NA,NA
"Agriculture, forestry and fishing","Hungary",2017,98.497,98.074,92.781,NA,102.847,NA,NA
"Agriculture, forestry and fishing","Hungary",2018,98.752,101.31,94.351,NA,110.289,NA,NA
"Agriculture, forestry and fishing","Hungary",2019,99.37,101.865,96.536,NA,111.226,NA,NA
"Agriculture, forestry and fishing","Hungary",2020,100,100,100,NA,100,NA,NA
"Agriculture, forestry and fishing","Hungary",2021,100.531,100.5,99.635,NA,107.589,NA,NA
"Agriculture, forestry and fishing","Hungary",2022,101.28,86.931,96.775,NA,85.984,NA,NA
"Agriculture, forestry and fishing","Hungary",2023,102.937,100.374,98.15,NA,117.431,NA,NA
"Agriculture, forestry and fishing","Ireland",1995,78.76,NA,NA,NA,56.086,NA,NA
"Agriculture, forestry and fishing","Ireland",1996,81.113,NA,NA,NA,56.603,NA,NA
"Agriculture, forestry and fishing","Ireland",1997,82.783,NA,NA,NA,59.38,NA,NA
"Agriculture, forestry and fishing","Ireland",1998,83.752,NA,NA,NA,59.897,NA,NA
"Agriculture, forestry and fishing","Ireland",1999,84.502,NA,NA,NA,50.533,NA,NA
"Agriculture, forestry and fishing","Ireland",2000,85.146,NA,NA,NA,55.488,NA,NA
"Agriculture, forestry and fishing","Ireland",2001,85.847,NA,NA,NA,50.219,NA,NA
"Agriculture, forestry and fishing","Ireland",2002,83.859,NA,NA,NA,51.695,NA,NA
"Agriculture, forestry and fishing","Ireland",2003,84.074,NA,NA,NA,56.178,NA,NA
"Agriculture, forestry and fishing","Ireland",2004,84.147,NA,NA,NA,68.232,NA,NA
"Agriculture, forestry and fishing","Ireland",2005,85.149,NA,NA,NA,53.993,NA,NA
"Agriculture, forestry and fishing","Ireland",2006,87.271,NA,NA,NA,46.17,NA,NA
"Agriculture, forestry and fishing","Ireland",2007,88.59,NA,NA,NA,50.413,NA,NA
"Agriculture, forestry and fishing","Ireland",2008,92.594,NA,NA,NA,51.345,NA,NA
"Agriculture, forestry and fishing","Ireland",2009,94.556,NA,NA,NA,44.674,NA,NA
"Agriculture, forestry and fishing","Ireland",2010,91.224,NA,NA,NA,53.921,NA,NA
"Agriculture, forestry and fishing","Ireland",2011,89.129,NA,NA,NA,64.753,NA,NA
"Agriculture, forestry and fishing","Ireland",2012,88.468,NA,NA,NA,52.478,NA,NA
"Agriculture, forestry and fishing","Ireland",2013,89.139,NA,NA,NA,52.046,NA,NA
"Agriculture, forestry and fishing","Ireland",2014,90.458,NA,NA,NA,68.207,NA,NA
"Agriculture, forestry and fishing","Ireland",2015,91.297,NA,NA,NA,71.253,NA,NA
"Agriculture, forestry and fishing","Ireland",2016,92.543,NA,NA,NA,76.197,NA,NA
"Agriculture, forestry and fishing","Ireland",2017,93.04,NA,NA,NA,84.388,NA,NA
"Agriculture, forestry and fishing","Ireland",2018,94.665,NA,NA,NA,74.613,NA,NA
"Agriculture, forestry and fishing","Ireland",2019,97.763,NA,NA,NA,99.72,NA,NA
"Agriculture, forestry and fishing","Ireland",2020,100,NA,NA,NA,100,NA,NA
"Agriculture, forestry and fishing","Ireland",2021,102.042,NA,NA,NA,98.096,NA,NA
"Agriculture, forestry and fishing","Ireland",2022,103.498,NA,NA,NA,115.08,NA,NA
"Agriculture, forestry and fishing","Ireland",2023,102.93,NA,NA,NA,127.271,NA,NA
"Agriculture, forestry and fishing","Iceland",1995,89.866,93.619,87.735,NA,57.571,NA,NA
"Agriculture, forestry and fishing","Iceland",1996,93.301,97.175,91.252,NA,60.714,NA,NA
"Agriculture, forestry and fishing","Iceland",1997,91.664,95.477,89.679,NA,61.793,NA,NA
"Agriculture, forestry and fishing","Iceland",1998,90.332,93.508,89.578,NA,60.852,NA,NA
"Agriculture, forestry and fishing","Iceland",1999,88.285,91.353,87.959,NA,59.833,NA,NA
"Agriculture, forestry and fishing","Iceland",2000,86.711,89.702,86.699,NA,61.467,NA,NA
"Agriculture, forestry and fishing","Iceland",2001,88.109,91.105,88.226,NA,66.211,NA,NA
"Agriculture, forestry and fishing","Iceland",2002,90.404,93.387,90.577,NA,71.497,NA,NA
"Agriculture, forestry and fishing","Iceland",2003,87.781,90.665,88.305,NA,72.394,NA,NA
"Agriculture, forestry and fishing","Iceland",2004,91.018,93.859,91.212,NA,79.569,NA,NA
"Agriculture, forestry and fishing","Iceland",2005,90.63,93.505,91.276,NA,75.355,NA,NA
"Agriculture, forestry and fishing","Iceland",2006,88.787,91.152,89.315,NA,74.051,NA,NA
"Agriculture, forestry and fishing","Iceland",2007,88.392,90.196,88.798,NA,76.542,NA,NA
"Agriculture, forestry and fishing","Iceland",2008,93.248,92.834,92.254,NA,85.349,NA,NA
"Agriculture, forestry and fishing","Iceland",2009,92.124,92.889,91.623,NA,82.73,NA,NA
"Agriculture, forestry and fishing","Iceland",2010,84.214,83.561,83.274,NA,72.952,NA,NA
"Agriculture, forestry and fishing","Iceland",2011,82.209,79.698,80.766,NA,67.906,NA,NA
"Agriculture, forestry and fishing","Iceland",2012,89.678,87.911,88.562,NA,74.322,NA,NA
"Agriculture, forestry and fishing","Iceland",2013,92.13,90.062,91.118,NA,76.826,NA,NA
"Agriculture, forestry and fishing","Iceland",2014,90.721,89.019,89.851,NA,78.048,NA,NA
"Agriculture, forestry and fishing","Iceland",2015,94.536,93.046,93.75,NA,82.764,NA,NA
"Agriculture, forestry and fishing","Iceland",2016,95.282,93.977,94.582,NA,87.059,NA,NA
"Agriculture, forestry and fishing","Iceland",2017,94.788,93.857,94.27,NA,92.072,NA,NA
"Agriculture, forestry and fishing","Iceland",2018,100.276,99.809,99.976,NA,96.77,NA,NA
"Agriculture, forestry and fishing","Iceland",2019,106.967,108.81,107.869,NA,106.493,NA,NA
"Agriculture, forestry and fishing","Iceland",2020,100,100,100,NA,100,NA,NA
"Agriculture, forestry and fishing","Iceland",2021,107.282,109.937,109.135,NA,108.889,NA,NA
"Agriculture, forestry and fishing","Iceland",2022,112.016,116.718,115.257,NA,116.245,NA,NA
"Agriculture, forestry and fishing","Iceland",2023,113.952,116.89,116.056,NA,119.208,NA,NA
"Agriculture, forestry and fishing","Italy",1995,101.962,NA,NA,NA,74.922,NA,NA
"Agriculture, forestry and fishing","Italy",1996,102.006,NA,NA,NA,79.019,NA,NA
"Agriculture, forestry and fishing","Italy",1997,102.275,NA,NA,NA,81.981,NA,NA
"Agriculture, forestry and fishing","Italy",1998,102.78,NA,NA,NA,88.343,NA,NA
"Agriculture, forestry and fishing","Italy",1999,103.557,NA,NA,NA,98.666,NA,NA
"Agriculture, forestry and fishing","Italy",2000,104.873,NA,NA,NA,100.575,NA,NA
"Agriculture, forestry and fishing","Italy",2001,105.788,NA,NA,NA,97.129,NA,NA
"Agriculture, forestry and fishing","Italy",2002,106.677,NA,NA,NA,94.673,NA,NA
"Agriculture, forestry and fishing","Italy",2003,107.44,NA,NA,NA,94.437,NA,NA
"Agriculture, forestry and fishing","Italy",2004,108.57,NA,NA,NA,104.75,NA,NA
"Agriculture, forestry and fishing","Italy",2005,109.577,NA,NA,NA,101.294,NA,NA
